City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
352,Chipinge,-20.1883,32.6236,291.83,74,6,2.68,ZW,1697143067
353,Gromitz,54.15,10.9667,282.17,80,1,2.33,DE,1697143067
354,Praia Da Vitoria,38.7333,-27.0667,293.29,83,20,3.58,PT,1697143067
355,Ouallam,14.3188,2.0866,307.27,19,25,3.26,NE,1697143067
356,Port Augusta,-32.5,137.7667,284.95,78,52,2.76,AU,1697143067
357,Taoudenni,22.6783,-3.9836,303.91,13,0,5.23,ML,1697142945
358,Flying Fish Cove,-10.4217,105.6791,297.97,83,75,5.14,CX,1697143067
359,Revda,56.801,59.9303,275.39,83,100,8.05,RU,1697143068
360,Howrah,22.5892,88.3103,301.15,89,20,0.0,IN,1697143043
361,Burao,9.5221,45.5336,298.47,58,91,3.32,SO,1697143068
362,Georgetown,5.4112,100.3354,300.11,93,20,1.54,MY,1697142778
363,Djibouti,11.5,42.5,298.85,75,5,6.1,DJ,1697143068
364,Cabedelo,-6.9811,-34.8339,300.52,80,4,7.34,BR,1697143068
365,Ilhabela,-23.7781,-45.3581,295.83,96,97,4.69,BR,1697143068
366,Yingkou,40.6648,122.2283,289.76,71,100,6.0,CN,1697143068
367,Gebeit,21.0667,36.3167,299.04,46,0,1.85,SD,1697143068
368,Mocimboa,-11.3167,40.35,295.8,92,44,2.09,MZ,1697143068
369,Leiyang,26.4024,112.8591,291.28,78,100,1.98,CN,1697143068
370,Saudarkrokur,65.7461,-19.6394,275.09,89,94,12.26,IS,1697143068
371,Nyurba,63.2842,118.3319,274.84,96,98,1.79,RU,1697142953
372,Tubarjal,30.4999,38.216,296.98,26,0,3.61,SA,1697143069
373,Esil,51.9556,66.4042,276.6,57,2,4.02,KZ,1697143069
374,Andalgala,-27.5819,-66.3165,287.55,30,83,2.41,AR,1697143069
375,Kingston,17.997,-76.7936,305.68,71,20,5.14,JM,1697143045
376,Nago,26.5881,127.9761,295.39,66,22,4.8,JP,1697143069
377,San Pedro Pochutla,15.7333,-96.4667,304.99,64,100,6.1,MX,1697143069
378,La Libertad,-2.2333,-80.9,299.96,74,40,3.6,EC,1697143069
379,Puerto Baquerizo Moreno,-0.9,-89.6,300.7,69,40,5.14,EC,1697143069
380,Peniche,39.3558,-9.3811,295.43,59,20,4.36,PT,1697143004
381,Kamaishi,39.2667,141.8833,285.6,75,3,3.16,JP,1697143070
382,Zhigalovo,54.8097,105.1578,283.19,71,94,1.79,RU,1697143070
383,Bandarbeyla,9.4942,50.8122,299.13,88,4,2.17,SO,1697143070
384,Mpika,-11.8343,31.4529,294.54,35,86,2.14,ZM,1697143070
385,Monclova,26.9,-101.4167,305.16,46,1,1.34,MX,1697142796
386,Kolonia Town,6.964,158.206,298.15,100,100,2.06,FM,1697143070
387,Shiraoi,42.55,141.35,282.15,79,0,2.22,JP,1697143070
388,Alvaraes,-3.2208,-64.8042,306.08,77,97,2.18,BR,1697143070
389,Yendi,9.4427,-0.0099,299.53,75,24,1.68,GH,1697143070
390,Labuan,5.2767,115.2417,300.35,94,20,0.0,MY,1697143070
391,Qianjiang,30.4151,112.8859,287.76,88,73,2.11,CN,1697143070
392,Port Isabel,26.0734,-97.2086,305.19,66,0,4.63,US,1697142483
393,Ciudad Lazaro Cardenas,17.9583,-102.2,301.16,81,60,1.77,MX,1697142817
394,Byron Bay,-28.65,153.6167,293.06,69,3,3.24,AU,1697142887
395,Huarmey,-10.0681,-78.1522,294.62,74,90,4.76,PE,1697143071
396,Fuxin,42.0156,121.6589,287.49,77,100,1.62,CN,1697143071
397,Beaufort West,-32.3567,22.583,287.05,70,1,2.48,ZA,1697143071
398,Rock Springs,41.5875,-109.2029,278.28,88,100,3.6,US,1697142811
399,Enewetak,11.3474,162.3373,301.66,69,14,4.3,MH,1697143001
400,Salinas,36.6777,-121.6555,302.03,44,0,2.57,US,1697142781
401,Trincomalee,8.5711,81.2335,298.33,90,100,4.43,LK,1697143071
402,Brisas De Zicatela,15.8369,-97.0419,304.44,55,40,3.6,MX,1697143071
403,Riverside,33.7333,-116.0508,300.6,13,0,3.09,US,1697142795
404,Raytown,39.0086,-94.4636,298.12,60,75,5.66,US,1697142900
405,Thulamahashi,-24.7246,31.1994,296.39,60,5,2.99,ZA,1697143071
406,Kayangel,8.0823,134.7173,300.94,81,91,7.86,PW,1697143072
407,Saint-Louis,16.3333,-15.0,304.51,48,53,6.1,SN,1697143072
408,Kiunga,-6.1219,141.2906,296.29,99,100,0.51,PG,1697142919
409,Remontnoye,46.5614,43.6501,278.92,52,0,5.21,RU,1697142924
410,Pyt-Yakh,60.7499,72.8582,275.18,87,20,3.27,RU,1697143072
411,Bac Lieu,9.285,105.7244,299.61,83,100,1.39,VN,1697143072
412,Pontes E Lacerda,-15.2261,-59.3353,300.64,68,98,0.81,BR,1697143072
413,Jasdan,22.0333,71.2,299.95,61,10,3.88,IN,1697143072
414,New Yekepa,7.5794,-8.5378,294.68,97,35,0.57,LR,1697143072
415,Walvis Bay,-22.9575,14.5053,288.68,72,0,4.12,NA,1697143072
416,Mar Del Plata,-38.0023,-57.5575,286.22,61,0,4.63,AR,1697142937
417,Monchegorsk,67.9397,32.8739,274.18,98,100,6.28,RU,1697143072
418,Winnemucca,40.973,-117.7357,287.18,41,20,1.54,US,1697142793
419,Tekeli,44.83,78.8239,286.12,41,100,3.07,KZ,1697143073
420,Praya,14.9215,-23.5087,301.45,78,40,4.12,CV,1697143073
421,Prieska,-29.6641,22.7474,288.48,45,0,6.99,ZA,1697143073
422,Darwin,-12.4611,130.8418,298.65,88,9,1.36,AU,1697143022
423,Palasa,18.7667,84.4167,297.71,83,17,1.47,IN,1697143073
424,Ati,13.2154,18.3353,304.63,42,65,5.35,TD,1697143073
425,Taft,31.7471,54.2088,292.12,37,20,4.12,IR,1697143073
426,Kamennomostskiy,44.2983,40.1856,281.65,70,1,2.23,RU,1697143073
427,Herval,-32.0236,-53.3956,284.67,66,30,3.64,BR,1697143073
428,Vanimo,-2.6741,141.3028,298.57,89,96,2.39,PG,1697143073
429,Vacaria,-28.5122,-50.9339,282.03,98,100,4.02,BR,1697143074
430,'Ain El Melh,34.8415,4.1638,291.85,37,0,2.12,DZ,1697143074
431,Golovchino,50.5341,35.797,286.2,66,100,8.13,RU,1697143074
432,Obo,5.3998,26.4869,293.86,93,66,1.39,CF,1697143074
433,Kiruna,67.8557,20.2251,268.66,68,99,3.09,SE,1697143074
434,Dawei,14.0833,98.2,297.39,93,98,1.41,MM,1697142911
435,Port Blair,11.6667,92.75,298.17,100,40,1.03,IN,1697143074
436,Amungan,15.3652,119.9582,299.82,78,99,1.95,PH,1697143074
437,Yonan-Up,37.9089,126.1611,288.66,63,100,1.65,KP,1697143074
438,Khandyga,62.6667,135.6,269.75,98,100,1.09,RU,1697143074
439,Drama,41.1544,24.1394,290.74,67,0,1.15,GR,1697143074
440,Sao Jose Da Coroa Grande,-8.8978,-35.1478,298.29,80,24,5.68,BR,1697143075
441,Khurba,50.4072,136.8819,280.85,84,53,2.24,RU,1697143075
442,Quilpue,-33.045,-71.4494,297.2,39,0,7.2,CL,1697143075
443,East London,-33.0153,27.9116,289.3,80,6,3.46,ZA,1697143075
444,Manthani,18.65,79.6667,298.48,71,39,0.86,IN,1697143075
445,Kiama,-34.6833,150.8667,286.69,67,0,5.36,AU,1697143013
446,Sao Joao Da Barra,-21.6403,-41.0511,301.2,77,6,9.96,BR,1697143075
447,Uturoa,-16.7333,-151.4333,299.13,70,10,6.6,PF,1697143075
448,Murghob,38.1702,73.9667,276.09,46,21,2.06,TJ,1697143075
449,Al Bawiti,28.3492,28.8659,295.08,54,0,3.54,EG,1697143075
450,Trzebiatow,54.0615,15.2648,283.64,81,14,4.32,PL,1697143075
451,Salumbar,24.1333,74.05,298.21,54,0,0.81,IN,1697143076
452,Figuig (Centre),32.1089,-1.2286,293.73,29,1,2.38,MA,1697143076
453,Kayyerkan,69.3786,87.7439,271.65,100,100,1.3,RU,1697143076
454,Pisco,-13.7,-76.2167,296.18,60,20,3.09,PE,1697143076
455,Bayanaul,50.7889,75.6956,276.84,92,96,1.17,KZ,1697143076
456,Vilyuysk,63.7553,121.6247,271.03,82,86,4.92,RU,1697143076
457,Buka,40.8108,69.1986,286.32,70,100,5.14,UZ,1697143076
458,Richards Bay,-28.783,32.0377,294.49,95,100,2.77,ZA,1697143076
459,Pundong,-7.9522,110.3486,296.48,92,94,2.18,ID,1697143076
460,Sao Felix Do Xingu,-6.6447,-51.995,306.9,31,34,1.03,BR,1697143077
461,Dolores,-36.3132,-57.6792,284.86,58,89,4.69,AR,1697143077
462,Mutoko,-17.397,32.2268,293.81,33,11,1.83,ZW,1697143077
463,San Luis,-33.295,-66.3356,293.99,20,3,1.62,AR,1697143077
464,Kalmunai,7.4167,81.8167,297.37,94,100,1.53,LK,1697143077
465,Olhao,37.0286,-7.8411,294.87,79,0,3.09,PT,1697143077
466,Caleta De Carquin,-11.0925,-77.6267,293.69,75,68,4.28,PE,1697143077
467,Kalabagh,32.965,71.557,300.37,23,16,1.03,PK,1697143077
468,Christchurch,-43.5333,172.6333,288.97,87,54,3.6,NZ,1697143059
469,Kununurra,-15.7667,128.7333,296.14,78,99,0.0,AU,1697143077
470,Gadani,25.1185,66.7299,300.27,77,57,3.26,PK,1697143078
471,Tanjung Pinang,0.9167,104.45,300.17,80,95,3.0,ID,1697143078
472,Pandan,14.0453,124.1694,299.97,83,45,2.33,PH,1697143078
473,Magadan,59.5667,150.8,268.61,74,13,4.02,RU,1697143078
474,Khash,28.2211,61.2158,295.26,16,0,1.6,IR,1697142959
475,Antsiranana,-12.2787,49.2917,296.66,80,21,5.37,MG,1697143078
476,Itoman,26.1247,127.6694,298.16,65,75,7.2,JP,1697143078
477,Ivdel',60.6911,60.4206,277.14,59,100,3.58,RU,1697143078
478,Sinabang,2.4803,96.3801,298.66,85,100,1.16,ID,1697143078
479,Alofi,-19.0595,-169.9187,300.09,57,40,5.66,NU,1697143078
480,Vitoria Da Conquista,-14.8661,-40.8394,297.47,35,6,2.77,BR,1697143078
481,Channarayapatna,12.9044,76.3917,294.54,83,96,2.4,IN,1697143079
482,Porto Novo,6.4965,2.6036,298.88,87,72,2.7,BJ,1697143032
483,Buala,-8.145,159.5921,300.26,82,100,1.64,SB,1697143079
484,Qarauyl,48.9451,79.255,278.89,86,100,6.26,KZ,1697143079
485,Yaren,-0.5472,166.916,301.91,74,45,3.89,NR,1697143079
486,Kirensk,57.7853,108.1119,281.49,66,100,4.47,RU,1697142797
487,Longquan,24.6719,102.1613,288.54,96,98,1.28,CN,1697143079
488,Choyr,46.3611,108.3611,277.08,51,0,1.38,MN,1697143079
489,Caleta Olivia,-46.4393,-67.5281,287.87,37,6,2.2,AR,1697143079
490,Quepos,9.4236,-84.1652,301.88,77,72,1.43,CR,1697143079
491,Jinghong,21.991,100.7341,293.66,99,100,0.07,CN,1697143080
492,Usinsk,65.9939,57.5281,272.08,98,100,2.24,RU,1697143080
493,Pimentel,-6.8367,-79.9342,297.31,64,20,8.23,PE,1697143080
494,Bychawa,51.0161,22.533,288.07,95,100,3.76,PL,1697143080
495,Incline Village,39.2513,-119.973,287.02,38,40,2.57,US,1697143080
496,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,302.48,64,99,0.26,BR,1697143080
497,Huacho,-11.1067,-77.605,293.96,74,66,4.16,PE,1697143080
498,Nyala,12.05,24.8833,302.59,24,6,2.7,SD,1697143080
499,Inirida,3.8653,-67.9239,305.2,56,80,0.94,CO,1697143080
500,Luena,-11.7833,19.9167,297.25,64,8,3.09,AO,1697143080
501,Whakatane,-37.9585,176.9854,290.31,74,2,1.34,NZ,1697143081
502,Quang Ngai,15.1167,108.8,296.96,94,98,1.29,VN,1697143081
503,Bijar,35.8668,47.6051,281.12,76,2,2.13,IR,1697143081
504,Abalak,58.1286,68.5944,279.46,85,100,5.18,RU,1697143081
505,Tual,-5.6667,132.75,300.08,85,100,6.48,ID,1697143081
506,Carutapera,-1.195,-46.02,300.16,75,19,3.85,BR,1697142966
507,Severo-Yeniseyskiy,60.3725,93.0408,276.8,91,100,6.26,RU,1697143081
508,Achinsk,56.2694,90.4993,278.25,89,100,1.79,RU,1697143081
509,Arar,30.9753,41.0381,299.16,24,0,1.54,SA,1697143081
510,Vizinga,61.0749,50.1031,277.95,95,100,4.62,RU,1697143082
511,Petukhovo,55.0692,67.9019,276.6,73,44,6.18,RU,1697143082
512,Changji,44.0167,87.3167,287.59,44,0,1.0,CN,1697143082
513,Nicoya,10.1483,-85.452,301.65,83,90,2.1,CR,1697143082
514,Nishon Tumani,38.694,65.6751,284.29,87,100,5.14,UZ,1697143082
515,Conceicao Do Araguaia,-8.2578,-49.2647,306.88,31,96,0.23,BR,1697143082
516,Al Jubayl,27.0112,49.6583,303.07,65,0,2.56,SA,1697143082
517,Celestun,20.8667,-90.4,303.79,75,78,5.2,MX,1697143082
518,Necochea,-38.5473,-58.7368,284.93,52,0,1.67,AR,1697143082
519,Birobidzhan,48.8,132.95,284.16,71,83,3.06,RU,1697143083
520,Carbondale,37.7273,-89.2168,299.15,51,0,6.17,US,1697143083
521,Kosh-Agach,50.0,88.6667,279.43,48,100,0.89,RU,1697143083
522,Garoua,9.3,13.4,300.37,100,0,2.06,CM,1697143083
523,Tadine,-21.55,167.8833,294.47,81,89,7.19,NC,1697143083
524,Constitucion,-35.3333,-72.4167,288.76,60,0,7.38,CL,1697143083
525,Ola,59.5833,151.2833,268.94,57,24,3.35,RU,1697143083
526,Augusto Correa,-1.0217,-46.635,300.12,74,43,3.29,BR,1697143083
527,Birao,10.2849,22.7882,299.56,62,20,1.88,CF,1697143083
528,Torres,-29.3353,-49.7269,288.61,82,100,5.1,BR,1697143084
529,Knyaze-Volkonskoye,48.4642,135.4567,285.34,46,82,4.92,RU,1697143084
530,Codrington,-38.2667,141.9667,285.08,91,100,6.72,AU,1697143084
531,Murzuq,25.9155,13.9184,296.88,29,0,4.18,LY,1697143084
532,Nguigmi,14.2495,13.1092,304.33,37,35,2.31,NE,1697143084
533,Lae,-6.7221,146.9847,296.52,81,100,2.28,PG,1697143084
534,St. John'S,47.5649,-52.7093,286.79,97,100,4.63,CA,1697142940
535,Mount Gambier,-37.8333,140.7667,285.3,84,100,4.84,AU,1697143084
536,Illizi,26.4833,8.4667,300.04,26,31,3.54,DZ,1697143084
537,Newtown,-33.8984,151.1775,288.23,58,0,5.66,AU,1697143084
538,Mecca,21.4267,39.8261,302.35,52,0,0.98,SA,1697143084
539,Veraval,20.9,70.3667,299.72,81,2,3.78,IN,1697143085
540,Buinsk,54.95,48.2833,281.47,61,100,10.8,RU,1697143085
541,Quelimane,-17.8786,36.8883,298.12,94,0,6.17,MZ,1697143085
542,Bururi,-3.85,29.6333,289.7,81,95,2.2,BI,1697143085
543,Dondo,-19.6094,34.7431,298.88,86,64,3.59,MZ,1697143085
544,Kepno,51.2784,17.9891,287.94,89,99,2.87,PL,1697143085
545,Atherton,53.5237,-2.4935,285.76,86,100,0.89,GB,1697142891
546,Albertina,-22.2008,-46.6158,294.68,87,69,2.23,BR,1697143085
547,Waddan,29.1614,16.139,296.2,44,10,5.48,LY,1697143085
548,Lompoc,34.6391,-120.4579,301.92,41,0,4.12,US,1697143086
549,Kristiansund,63.1115,7.732,280.18,81,75,3.09,NO,1697143018
550,Qarah Zia' Od Din,38.8915,45.0255,284.63,64,0,0.76,IR,1697143086
551,Padang,-0.9492,100.3543,297.18,92,76,1.36,ID,1697143086
552,Greenville,35.6127,-77.3663,295.17,79,40,2.57,US,1697142840
553,Nuuk,64.1835,-51.7216,275.45,65,100,2.95,GL,1697143086
554,Floro,61.5996,5.0328,282.13,71,100,9.26,NO,1697143086
555,Grand Falls-Windsor,48.9332,-55.6649,283.94,88,100,1.89,CA,1697143086
556,Paramonga,-10.6667,-77.8333,293.44,77,79,4.32,PE,1697143086
557,Hornell,42.3279,-77.6611,291.38,68,40,4.48,US,1697143074
558,Vilyuchinsk,52.9306,158.4028,277.0,84,99,2.53,RU,1697142928
559,Tindouf,27.6711,-8.1474,301.4,18,0,3.6,DZ,1697142978
560,Komatipoort,-25.4332,31.9548,297.07,83,68,2.28,ZA,1697143087
561,Pangai,-19.8,-174.35,299.21,65,40,4.63,TO,1697143087
562,Lubango,-14.9172,13.4925,292.07,63,81,1.54,AO,1697143087
563,Mahibadhoo,3.7833,72.9667,300.92,74,71,5.33,MV,1697142824
564,Marksville,31.128,-92.0662,299.18,43,4,0.84,US,1697143087
565,Ballina,-28.8667,153.5667,294.14,69,3,2.24,AU,1697143087
566,Lorengau,-2.0226,147.2712,300.34,82,19,1.73,PG,1697143087
567,Santo Antonio,-6.3106,-35.4789,297.74,79,24,6.0,BR,1697143087
568,Shakawe,-18.3667,21.85,301.63,30,94,2.1,BW,1697143087
569,Brookings,44.3114,-96.7984,280.43,97,100,9.77,US,1697143066
570,Villa Dolores,-31.9459,-65.1896,294.76,20,2,1.68,AR,1697143088
571,Yacimiento Rio Turbio,-51.5732,-72.3508,282.81,50,20,10.29,AR,1697143088
572,Salym,60.0625,71.4789,274.88,87,99,3.68,RU,1697143088
573,Tobelo,1.7284,128.0095,299.12,83,100,2.18,ID,1697143088
574,Muisne,0.6,-80.0333,299.0,78,84,3.78,EC,1697143088
575,Mossel Bay,-34.1831,22.146,289.11,86,37,8.54,ZA,1697143088
576,Cambria,35.5641,-121.0808,300.47,44,0,2.93,US,1697143088
577,Zambezi,-13.5432,23.1047,294.19,78,99,3.02,ZM,1697143088
578,Nantucket,41.2835,-70.0995,292.21,79,0,3.6,US,1697143032
579,Bellampalli,19.0558,79.493,298.33,67,33,0.3,IN,1697143089
580,Colonel Hill,22.7667,-74.2167,302.5,73,98,3.22,BS,1697143089
581,Islamorada,24.9243,-80.6278,305.37,86,100,2.68,US,1697142913
582,Mount Pearl,47.5166,-52.7813,286.33,96,100,4.63,CA,1697142862
583,Masterton,-40.9597,175.6575,284.75,63,17,3.35,NZ,1697143089
584,Sur,22.5667,59.5289,302.23,61,1,3.79,OM,1697143089
585,Samsat,37.5819,38.4742,292.73,29,0,1.84,TR,1697143089
586,Sumbuya,7.6467,-11.9611,297.17,97,100,1.3,SL,1697143089
587,Shentala,54.45,51.4833,277.29,42,100,10.33,RU,1697143089
588,Requena,39.4883,-1.1004,289.55,78,0,1.45,ES,1697143090
589,Katsuura,35.1333,140.3,291.03,65,5,5.47,JP,1697143090
590,Laojunmiao,39.8333,97.7333,280.13,32,23,1.87,CN,1697143006
591,Totness,5.8833,-56.3167,301.91,74,3,5.39,SR,1697143090
592,Santa Rosalia,27.3167,-112.2833,300.93,36,0,2.13,MX,1697143090
593,Fort Bragg,35.139,-79.006,296.0,64,100,4.63,US,1697143090
594,Pacific Grove,36.6177,-121.9166,298.92,48,0,2.57,US,1697143090
595,Birjand,32.8663,59.2211,291.41,36,100,6.17,IR,1697143090
596,Flin Flon,54.7682,-101.865,284.06,71,75,1.54,CA,1697143090
